5.000000 2.000000
5.000000 3.000000
4.000000 2.000000
2.000000 1.000000
1.000000 1.000000
4.000000 5.000000
4.000000 1.000000
2.000000 5.000000
1.000000 2.000000
2.000000 1.000000
3.000000 5.000000
5.000000 1.000000
5.000000 2.000000
5.000000 3.000000
4.000000 1.000000
5.000000 5.000000
4.000000 3.000000
1.000000 4.000000
4.000000 3.000000
3.000000 4.000000
4.000000 2.000000
1.000000 2.000000
3.000000 1.000000
3.000000 5.000000
2.000000 1.000000
4.000000 5.000000
1.000000 4.000000
4.000000 2.000000
5.000000 1.000000
2.000000 4.000000
4.000000 1.000000
4.000000 3.000000
4.000000 5.000000
1.000000 2.000000
3.000000 1.000000
2.000000 3.000000
5.000000 1.000000
5.000000 4.000000
3.000000 5.000000
4.000000 2.000000
4.000000 1.000000
3.000000 3.000000
1.000000 2.000000
3.000000 4.000000
4.000000 3.000000
3.000000 4.000000
5.000000 3.000000
3.000000 5.000000
3.000000 1.000000
1.000000 3.000000
2.000000 2.000000
4.000000 5.000000
5.000000 1.000000
3.000000 2.000000
2.000000 1.000000
4.000000 5.000000
4.000000 5.000000
3.000000 5.000000
4.000000 1.000000
4.000000 5.000000
3.000000 5.000000
1.000000 2.000000
3.000000 3.000000
2.000000 5.000000
1.000000 3.000000
3.000000 4.000000
5.000000 2.000000
2.000000 2.000000
4.000000 5.000000
1.000000 2.000000
4.000000 2.000000
3.000000 1.000000
3.000000 3.000000
2.000000 1.000000
2.000000 2.000000
3.000000 3.000000
5.000000 5.000000
1.000000 4.000000
5.000000 3.000000
3.000000 1.000000
4.000000 2.000000
4.000000 4.000000
2.000000 2.000000
1.000000 5.000000
3.000000 4.000000
5.000000 4.000000
5.000000 2.000000
3.000000 1.000000
3.000000 3.000000
5.000000 1.000000
1.000000 2.000000
1.000000 5.000000
3.000000 5.000000
1.000000 1.000000
1.000000 5.000000
1.000000 2.000000
3.000000 3.000000
1.000000 3.000000
2.000000 1.000000
3.000000 4.000000

3.000000 5.000000
2.048772 3.922502
1.000000 4.000000
1.127601 3.104189
1.000000 4.000000
2.597384 4.770518
4.000000 5.000000
2.527992 4.853124
3.000000 5.000000
2.992498 4.743432
1.000000 5.000000
2.073807 4.435743
5.000000 3.000000
4.197011 3.370667
3.000000 5.000000
