3.000000 1.000000
5.000000 2.000000
5.000000 5.000000
4.000000 4.000000
5.000000 5.000000
4.000000 1.000000
3.000000 3.000000
2.000000 1.000000
4.000000 3.000000
1.000000 5.000000
5.000000 2.000000
4.000000 1.000000
4.000000 5.000000
2.000000 2.000000
2.000000 2.000000
5.000000 5.000000
2.000000 5.000000
1.000000 1.000000
5.000000 1.000000
2.000000 2.000000
5.000000 2.000000
2.000000 3.000000
1.000000 2.000000
5.000000 4.000000
4.000000 4.000000
2.000000 5.000000
3.000000 2.000000
4.000000 4.000000
3.000000 4.000000
1.000000 4.000000
1.000000 5.000000
3.000000 2.000000
2.000000 2.000000
3.000000 1.000000
5.000000 2.000000
2.000000 4.000000
5.000000 1.000000
4.000000 5.000000
2.000000 1.000000
5.000000 3.000000
5.000000 5.000000
3.000000 1.000000
5.000000 1.000000
3.000000 3.000000
2.000000 3.000000
3.000000 4.000000
4.000000 4.000000
3.000000 1.000000
1.000000 1.000000
1.000000 2.000000
2.000000 4.000000
2.000000 2.000000
3.000000 3.000000
4.000000 3.000000
4.000000 5.000000
4.000000 4.000000
4.000000 2.000000
5.000000 4.000000
2.000000 1.000000
2.000000 4.000000
1.000000 2.000000
3.000000 4.000000
1.000000 1.000000
3.000000 2.000000
3.000000 5.000000
2.000000 5.000000
4.000000 3.000000
5.000000 2.000000
1.000000 3.000000
4.000000 4.000000
1.000000 2.000000
1.000000 2.000000
3.000000 3.000000
4.000000 1.000000
1.000000 1.000000
4.000000 2.000000
3.000000 3.000000
4.000000 1.000000
3.000000 5.000000
2.000000 4.000000
1.000000 4.000000
1.000000 4.000000
1.000000 1.000000
2.000000 1.000000
2.000000 5.000000
1.000000 5.000000
3.000000 3.000000
5.000000 4.000000
3.000000 4.000000
2.000000 4.000000
5.000000 2.000000
2.000000 5.000000
2.000000 5.000000
1.000000 4.000000
3.000000 1.000000
4.000000 1.000000
4.000000 3.000000
3.000000 4.000000
2.000000 1.000000
1.000000 1.000000

1.000000 4.000000
1.057904 2.728556
1.000000 2.000000
1.794074 2.859658
1.000000 1.000000
2.516637 0.832719
1.000000 4.000000
1.536028 2.751090
2.000000 2.000000
1.680889 2.343097
3.000000 1.000000
1.639587 2.572599
1.000000 1.000000
0.434759 1.954018
3.000000 1.000000
1.747177 0.840417
3.000000 2.000000
2.225646 1.556118
1.000000 1.000000
2.392181 1.759198
1.000000 1.000000
1.861090 0.915963
1.000000 4.000000
0.890207 4.013854
1.000000 2.000000
1.067588 3.409209
1.000000 2.000000
1.089385 1.440243
2.000000 4.000000
3.071313 2.768893
4.000000 1.000000
3.556554 1.358584
2.000000 3.000000
1.565714 1.588599
4.000000 2.000000
2.075921 2.808982
1.000000 1.000000
0.826258 2.498477
2.000000 1.000000
1.416979 1.184156
1.000000 2.000000
2.000000 1.000000
1.000000 5.000000
2.000000 1.000000
5.000000 2.000000
3.000000 1.000000
3.000000 4.000000
4.000000 1.000000
2.000000 2.000000
4.000000 1.000000
2.000000 1.000000
4.000000 4.000000
1.000000 2.000000
1.000000 3.000000
1.000000 1.000000
2.000000 5.000000
2.000000 2.000000
2.000000 2.000000
3.000000 4.000000
3.000000 2.000000
2.000000 1.000000
4.000000 1.000000
5.000000 1.000000
5.000000 1.000000
3.000000 3.000000
5.000000 2.000000
2.000000 5.000000
5.000000 2.000000
1.000000 4.000000
4.000000 1.000000
2.000000 2.000000
4.000000 4.000000
3.000000 4.000000
2.000000 5.000000
2.000000 5.000000
5.000000 2.000000
4.000000 2.000000
4.000000 3.000000
3.000000 3.000000
2.000000 4.000000
4.000000 3.000000
3.000000 1.000000
3.000000 3.000000
2.000000 3.000000
4.000000 5.000000
5.000000 5.000000
2.000000 4.000000
2.000000 4.000000
5.000000 2.000000
3.000000 3.000000
1.000000 5.000000
1.000000 5.000000
4.000000 4.000000
5.000000 2.000000
5.000000 3.000000
3.000000 3.000000
3.000000 2.000000
3.000000 3.000000
3.000000 1.000000
2.000000 5.000000

1.000000 2.000000
1.356311 2.178316
1.000000 4.000000
1.668124 3.254047
1.000000 1.000000
1.163280 1.382611
1.000000 1.000000
0.928823 1.148559
3.000000 1.000000
2.342862 1.617776
2.000000 2.000000
2.473878 2.035216
1.000000 4.000000
1.030365 4.324782
1.639587 2.572599
1.263395 1.915425
0.890207 4.013854
0.979511 3.294442
3.000000 1.000000
2.214314 1.544230
3.000000 2.000000
1.827714 2.277626
2.075921 2.808982
1.567192 2.264193
1.000000 2.000000
1.026446 1.731285
1.000000 4.000000
0.985072 2.846398
1.000000 1.000000
1.090329 1.372376
1.000000 1.000000
1.079147 2.865232
2.000000 4.000000
1.261820 2.424471
1.000000 2.000000
0.906584 1.593464
1.089385 1.440243
0.998599 2.992897
4.000000 1.000000
2.404143 2.263997
1.861090 0.915963
1.565714 1.588599
2.000000 3.000000
4.000000 2.000000
1.747177 0.840417
1.000000 1.000000
1.067588 3.409209
3.071313 2.768893
0.434759 1.954018
2.000000 1.000000
1.000000 5.000000
2.000000 1.000000
1.000000 2.000000
2.000000 1.000000
